web-scraper-order,web-scraper-start-url,ReviewTitle,ReviewBody,ReviewRating,next,next-href
"1573044119-5296","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Long battery life","Perfect earbuds","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_188?ie=UTF8&pageNumber=188&reviewerType=all_reviews"
"1573044224-5761","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","looks good, sounds great","my favorite part about these ear buds is that they allow you to adjust them based off of ear size. My ears canals are not exactly the same size, on one size i use the larger ear size and the other i use the medium one.  With the perfect fit i can dance around my house and go jogging without any issues. I also own a galaxy phone to pair these too so they provide me tons of extra fetures. im not sure how well these work with other andriod devices or apple devices.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_235?ie=UTF8&pageNumber=235&reviewerType=all_reviews"
"1573044153-5444","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","One of the best wireless earbuds.","At 130$ its a solid option,great sound clarity and a good thump of bass.The fit is just perfect (having ears that are hard to accommodate most earbuds) these will never fall out of your ears.The product itself has a tiny footprint which is great to toss in your pocket.This is a must buy for anyone in the market for an excellent set of truly wireless earbuds!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_203?ie=UTF8&pageNumber=203&reviewerType=all_reviews"
"1573044073-5088","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","They fit nice in the ear a","I like them a lot","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_167?ie=UTF8&pageNumber=167&reviewerType=all_reviews"
"1573043863-4178","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Very good deal","The quality of sound is very good, the life battery is very good, faster to charge and in general I like it","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_76?ie=UTF8&pageNumber=76&reviewerType=all_reviews"
"1573043911-4364","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Even with all the tricks still 50% quieter than Air pods.","Not enough volume.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_95?ie=UTF8&pageNumber=95&reviewerType=all_reviews"
"1573044010-4799","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Almost perfect","Maybe with generation 2 the battery life can improve. My first pair came broken but samsung replaced it for free.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_139?ie=UTF8&pageNumber=139&reviewerType=all_reviews"
"1573043694-3474","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Works better on iPhone than on Galaxy","I want to start out by saying I really like the overall physical design of these headphones.  They are really nice feeling and ergonomic in a way that my old AirPods just never were.  Also the sound quality is top notch when it comes to music or spoken-word audio.  The noice cancelling aspect works great which can be easily overridden with a feature that allows you to hear ambient sounds (a feature only usable on Android devices, unfortunately).

I purchased these as AirPod replacements.  I wanted something with some proper water resistance and good audio quality.  My AirPods had slipped out of my hands one day and fell right into a puddle.  They still work but at a significantly reduced sound quality.  After reading reviews on several different kinds of wireless earbuds, I eventually settled on these as a replacement set.  They worked very well on my iPhone, however a major downside to using these with an iOS device is you don't have access to the ""Galaxy Wearable"" App which allows you to adjust settings or use the ambient sound feature.  This doesn't make a lot of sense since there already is a Galaxy Watch app for iOS which allows you to use Samsung Galaxy watches on iPhone.  I feel like this App should be ported over, it could only mean more sales for Samsung if they did.  As they are now, for the basics of listening to music or other audio, making phone calls or talking to Siri, they work great.

Then I had another water-related mishap with my iPhone and I was forced to revert back to my old Samsung Galaxy S6.  On the S6 I've had a very mixed experience.  I can now use the App and now have a more feature-rich experience.  The different options inside the Wearable app are pretty neat and contain a lot more detail than what you could achieve with the AirPods running natively on iPhone.  However, one gigantic flaw that I experienced to a limited degree on iPhone began to become insurmountable on the Galaxy: the bluetooth connection.  These headphones have the most strange relationship with their connected device once you go outside.  If I understood better the different radio frequencies at play with WiFi and Bluetooth maybe I could go into detail about what must be going on here, but near as I can tell anytime you reach the edge of any given WiFi range, the signal between the phone and the headphones begins to distort.  So if you want to use your headphones to listen to music or something while jogging in the neighborhood, they are functionally useless since you are always in this dead-zone and distortion occurs.  The sound crackles and skips or just goes silent.  The audio is still playing on the device and once you get back in a distortion-free area you can hear it again, not paused or anything but having advanced normally as if you could hear the whole time.  There are some strange workarounds.  If I take the phone out of my pocket and hold it close to my head, the issue does not occur.  If I take my phone out and place it on a table outside, that also seems to work and I can hear fine while I stay within the normal Bluetooth range from the phone.

No, I am not streaming audio over Wifi, this happens regardless of whether the audio I'm listening to has been downloaded to the device or is being streamed.  I can turn WiFi off on my phone and it'll still happen.  Indoors I have almost never experienced this nor have I had it happen in my car.  It only seems to happen out of doors vaguely near buildings.  If I'm away from any buildings its fine.  This is why I am attributing it to a conflict between the WiFi signal and the bluetooth signal.  I don't have this issue with my AirPods or any other wireless headphones I've used over the years.  This is a massive pain and severely reduces their usability.  As such, they are very difficult to recommend.  If they can fix this with a future firmware update (which seems like something they should be able to do), then I can rate these higher.  The issue isn't as pronounced on iPhone.  However, without the app, there is no option to get updates and as such any issues you have will never get fixed.

EDIT 10/4/19: Several updates have come out since posting this and there have been some slight changes.  It seems like the problems I was having with distortion while out-of-doors have slightly improved.  The nature of the distortion has changed from an analog distortion sound to a digital distortion sound if that makes a any sense at all.  It distorts a little, little less than before, but it's almost unchanged.  They are still almost completely useless if you carry your phone in your pants pocket outside.  If you want to use them outside, you'll need to put your phone in a shirt pocket, hold it in your hand out at an angle, carry it in a purse so long as the bag doesn't hang below your hips, or use one of those armbands that were a thing back when people went jogging with their iPods.  I am a living/breathing sunk-cost fallacy so I will continue to use these headphones for at least another year to justify the cost, then I'm just hoping that whatever Apple is planning with their next release of the AirPods will include waterproofing and better audio.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1573044242-5848","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Look better than airpods","Perfect ear buds unless I cover my pocket when at work then the music starts to cut out, but I've never used another pair of wireless buds so I'm not sure if that's just how they work. Overall I love these things and use them everyday.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_243?ie=UTF8&pageNumber=243&reviewerType=all_reviews"
"1573043702-3504","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Love It","First off, the packaging and charging/carrying case is sleek and compact, to set up on my Samsung Galaxy S8+ it took about 30secs. The earpieces were a snug seal that even when I jumped up and down, never even move to come out. That seal also helps with the sound quality a lot. I did have to tweak the settings on the Buds app on my phone to find the right balance of sound. The sound it'self is great. The balanced sound had clear vocals and solid bass, I like the concept that you can maintain awareness of your surroundings. I tested it out while listening to TV, for example, you can hear the difference. I also like that I can answer calls I tested by making a few business calls to my client's offices and they seemed to have no problem hearing me. I could hear them clearly Overall, I am very happy and excited to use these! I LOVE being totally wire-free and the convenience and comfort of these. I do recommend these and I also would recommend as a user take a few extra minutes to adjust the right size and sound settings before making any final decisions or totally writing these off. I am overjoyed with these!!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1573044255-5903","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Horrible sound quality","The sound quality of these earbuds are wayyy worse than Jabra or Bose. I returned these and got Jabra instead.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_249?ie=UTF8&pageNumber=249&reviewerType=all_reviews"
"1573044290-6065","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","They fit perfectly","Excellent","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_265?ie=UTF8&pageNumber=265&reviewerType=all_reviews"
"1573044050-4981","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","It's really good","It fits in my ears perfectly and the sound canceling to pretty good not bad it's not the best tho","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_157?ie=UTF8&pageNumber=157&reviewerType=all_reviews"
"1573043925-4426","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Doesn't worth the price at all.. for the price and brand, high quality sound in calls is expected!","To hear music they're great for calls is horrible!! Static, robotic sounds, the other en can hardly hear you and you can get away from the phone in your own house.. from one room to another the comunicacion starts to cut out. .. just bad.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_101?ie=UTF8&pageNumber=101&reviewerType=all_reviews"
"1573044117-5279","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Excellent for Audiobook Enthusiasts","Fantastic. I wear them everyday","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_187?ie=UTF8&pageNumber=187&reviewerType=all_reviews"
"1573044246-5861","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Connect Quickly and Easily","These set up and connect effortlessly I've had no issues at all. I have other earbuds and they do not connect automatically and are a pain to get connected.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_245?ie=UTF8&pageNumber=245&reviewerType=all_reviews"
"1573044082-5120","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Love!","Love these.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_171?ie=UTF8&pageNumber=171&reviewerType=all_reviews"
"1573043990-4717","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Bad sound quality.  Disappointed.","The sound quality is horrible. Even after turning up as much as possible. Very disappointed.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_130?ie=UTF8&pageNumber=130&reviewerType=all_reviews"
"1573043967-4618","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Very dissatisfied","The audio quality is garbage. When using for phone calls, they pick up everything in the background. The listener cannot hear the speaker. Overall very disappointed.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_120?ie=UTF8&pageNumber=120&reviewerType=all_reviews"
"1573044178-5549","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Garbage","1 month into using them and the left ear volume dropped to almost none! The right one followed few uses later. I spent almost $200  on them. Complete non sense quality from samsung. Got them from amazon prime. DONT waist your money. Complete garbage product. Such a shame","1.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_214?ie=UTF8&pageNumber=214&reviewerType=all_reviews"
"1573043800-3899","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Buy something you feel comfortable in","I've been a Samsung guy forever. I have the Galaxy S9+ and I had a Galaxy Watch as well. I loved the earbuds, however, I returned them.
Compared to airpods they look very bulky when you put them in. Also, the touch features on the Buds didn't work 100% of the time. After wearing them for about an hour or so my ears began to hurt. Connecting the Buds to a Samsung device is absolutely effortless. With that said, however, the Samsung ecosystem still isn't as seamless as Apple's.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_49?ie=UTF8&pageNumber=49&reviewerType=all_reviews"
"1573043852-4126","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great buds","Very convenient and fits well in ears. Sound quality needs improvement but Definitely recommend.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_71?ie=UTF8&pageNumber=71&reviewerType=all_reviews"
"1573044320-6182","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Pretty great","Nice earbuds, work great with Samsung s10.  Easy set up, detection works great, and small.  Lost one star for two reasons.  First they tend to want to fall out when running aloft.  Second, with both ear buds in it is like you're wearing ear plugs, not phones.  I can hear my heart beat and my teeth click with them in if no sound is going through them.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_277?ie=UTF8&pageNumber=277&reviewerType=all_reviews"
"1573044034-4918","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Best ones","First bluetooth ear buds and I'm satisfied","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_150?ie=UTF8&pageNumber=150&reviewerType=all_reviews"
"1573044286-6041","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","As described.","Great!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_263?ie=UTF8&pageNumber=263&reviewerType=all_reviews"
"1573043816-3977","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great audio reproduction","Earbuds have the best sound quality that I’ve ever heard or listen to rock classical and jazz music . I was not aware that these earbuds have sound canceling capabilities .","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_56?ie=UTF8&pageNumber=56&reviewerType=all_reviews"
"1573044204-5672","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Biggest disappointment to date","I've never been so disappointment by a product in general and a Samsung high-tech product in particular. I've always held Samsung in high regard for many many years, as a user of their phones (myself and my entire family), as well as their monitors, and SSDs. This is their biggest failure so far: I used inexpensive bluetooth headphones for many years and I expected the buds to walk on water at this price. Instead, they were unusable with *all* the phones we have: two Galaxy S7, one Google Pixel and one Sony Xperia.  At best they simply did not connect at all (could not find them); at worst, it crashed the UI repeatedly.  According to the ""Samsung Expert"" (see here: https://us.community.samsung.com/t5/Galaxy-S-Phones/Galaxy-Buds-and-S6/td-p/561809), it's an incompatibility between Bluetooth 4 and Bluetooth 5. This is BS: Bluetooth 5 should be backward compatible with Bluetooth 4 unless the manufacturer screw up. And they did! Extremely disappointed!","1.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_226?ie=UTF8&pageNumber=226&reviewerType=all_reviews"
"1573044308-6138","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great sounding headphones at a good price point","I was very impressed by the sound quality and ease of use of the new Samsung Galaxy buds.  They are easy to pair and store in a tiny case into which they magnetically attach.  They sound very nice, although they can occasionally lose signal for a quick second (which I believe is common to all non-corded buds).  What I like MOST is that they lack the stems found in Airpods and similarly designed buds.  At about $130 they are the least expensive quality pods I've seen.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_272?ie=UTF8&pageNumber=272&reviewerType=all_reviews"
"1573043837-4063","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sound Quality","I really REALLY wanted to like these. The design is nice and it's quite comfortable. But the Bluetooth Stability is really bad and makes music unbearable to listen to because it keeps cutting in and out. I had $30 wireless headphones that worked better than these. Disappointing.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_65?ie=UTF8&pageNumber=65&reviewerType=all_reviews"
"1573044244-5851","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","great earbuds","Love that you can use one or the other. works great with a Samsung phone. Would be better if the ambient noise worked better. you hear ""white noise"" the most when using the feature.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_244?ie=UTF8&pageNumber=244&reviewerType=all_reviews"
"1573043962-4589","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great Purchase!","Charger for phone and ear buds are not inter changeable.  I'm very careless and lost charger already. :(","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_118?ie=UTF8&pageNumber=118&reviewerType=all_reviews"
"1573043791-3863","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Wireless ear buds that stay put!","These are the best wireless earbuds I've ever had! They are truly wireless and yet they don't fall out of your ears. My ears are small and I was surprised they stayed in so well. The sound quality is great, and so is the battery life. One full charge gives you 6 hours of play time, and you can charge the ear buds and the case at the same time wirelessly, so I can use my S10 to charge them which is convenient and awesome! And everything you need to do is just a tap away. You tap to answer/end calls, change songs, turn volume up/down and to get help from Bixby or google. I absolutely love these!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&pageNumber=45&reviewerType=all_reviews"
"1573044106-5237","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","N/A","Good product","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_182?ie=UTF8&pageNumber=182&reviewerType=all_reviews"
"1573044119-5290","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Quality headphones","Solid headphones and pretty comfortable","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_188?ie=UTF8&pageNumber=188&reviewerType=all_reviews"
"1573044175-5546","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Poor quality","Poor quality sound product, for the high price","1.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_213?ie=UTF8&pageNumber=213&reviewerType=all_reviews"
"1573044164-5498","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Throw 130 dollars away and save you some headaches.","These ear buds are more problematic than just keeping your money and letting it burn a hole in your pocket. Didn't connect to the calls. When you recieved a call it whent to the phones speaker. Also they kept unparing, battery life was really bad, and the app was also bad. Worse part is it drained my phone battery. Eventually one went bad so I couldn't hear music anymore. Thats all it was good for in the end.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_208?ie=UTF8&pageNumber=208&reviewerType=all_reviews"
"1573044195-5633","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","A perfect music companion","The Galaxy Buds are a great upgrade over the previous version. They are very stylish, compact, comfortable and noise canceling. I just love the number of hours it holds the charge.

What I like
1. Great sound
2. 6+hrs on a single charge
3. Great looks
4. Amazing mic. Great for multiplayer mobile gaming
5. Wireless charging case
6.  Snug fit your ears. Will not fall
7. Good touch controls
8. Easy pairing. Most user-friendly with Samsung phones
9. Noise-canceling
10.  Ambient mode
11. Price
12. Love the fact I can charge with my S10 plus

What I did not like
1. Compared to apple airpords charging time is slow
2. May start irritating your ears after continuous listening. Around 2hrs

I highly recommend for joggers, walkers or exercise freaks. These are very stable earbuds with great sound quality. SAMSUNG has done a great job.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_222?ie=UTF8&pageNumber=222&reviewerType=all_reviews"
"1573043951-4548","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Like, not love","I like these and debated for quite a while before purchasing. My only complaint is that I wish they stayed in my ear better, but I seem to be the minority on that so take that for what it is.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_113?ie=UTF8&pageNumber=113&reviewerType=all_reviews"
"1573043857-4141","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Best Buds Out The","Best eat buds I have ever bought....AMAZING sound quality, the features are fantastic.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_73?ie=UTF8&pageNumber=73&reviewerType=all_reviews"
"1573044145-5404","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good","Good","5.0 out of 5 stars","Next page→","https://www.amazon.com/Samsung-Bluetooth-Wireless-charging-included/product-reviews/B07MWCNR3W/ref=cm_cr_arp_d_paging_btm_199?ie=UTF8&pageNumber=199&reviewerType=all_reviews"
