title,body,rating,product
WOW - Very Nice!,"I have to admit I was a little anxious of what level of quality sound I was in for - since I had bought these at such an awesome price. The sound was rich and full so of course they passed the first step.  Since this is my first attempt at using wireless buds I was then concerned they would easily fall out - not so, they fit great.  If they didn't, there were additional sizes already included. They passed the next test.  Ease of pairing - you guessed it PASSED.  I was extremely pleased with every aspect of the product!  ( I can't speak on the waterproof part of the claim.)",5.0,Tozo10 Bluetooth Wireless Earbuds
No Issues Works as Expected,Charge lasts and the sound quality is good. I would not wear these for noise cancellation. I’ve had no issues with this product but be sure to read what the features are and what you want in earbuds.,5.0,Tozo10 Bluetooth Wireless Earbuds
Awesome Quality at Great Price,"I was thoroughly impressed with the Tozo T10. The packaging was incredible, the build quality is top notch, and an amazing set of features for the price even if the price was twice as high. Wireless charging, IPX8 waterproofing, high quality 8mm sound driver, and bluetooth v5.0 are just a few of the high end features the T10's have to offer.

Pairing them with my phone was too easy. The clarity of the highs and the richness of the bass are of the quality level of the highest end earbuds. I have personally taken these into the shower, I wasn't actually showering at the time, both of the earbuds and the case itself are extremely water resistance. Finally, I have to say the Qi wireless chargeable case is very handy. I can set my phone and earbud case on my Qi charging pad and I'm good to go. If you have never used wireless charging, you need to. All in all for the price I could not find a better earbud on the market.
More than value for money",5.0,Tozo10 Bluetooth Wireless Earbuds
Don't plan on using these for making calls! TERRIBLE microphone!,"Disclaimer - I was contacted by TOZO and they sent me a free wireless charging pad for my 5 star review of this product.  They do that apparently because the earbuds are awful for making calls.  If you want to use them for listening to music, even in wet applications, sure, go for it.  The poor reviews saying they don't work underwater are silly - Bluetooth can't transmit through a body of water - but the 1 star reviews actually telling you that they don't work when people are trying to hear you talking in completely dry, quiet conditions, those are spot on.

I contacted the company back about this serious issue through their two email accounts they were communicating with me through and heard no reply.  Samsung Galaxy Buds may only have a 2 water resistance rating while these claim to have an 8, but if you can't use them for talking on the phone, they get a 1 star from me AND are being sent back!",1.0,Tozo10 Bluetooth Wireless Earbuds
Guess How Many Times You Will Have to Charge These!,They have so many reviews because they offer a 10$ gift card to review them.. I've purchased many earbuds off of amazon and these are very below average mainly because the battery life is 3-4 hours... get some sensos earbuds for 20$ they sound better and last 2-3 times as long,2.0,Tozo10 Bluetooth Wireless Earbuds
Worth it,The only thing I don't like is that when I use them to talk on the phone everyone says it's hard to hear me. So i just use my other set for talking. Other than that the battery life is great and it's pretty great at blocking out other noises.,4.0,Tozo10 Bluetooth Wireless Earbuds
That they quality and fit my needs for fitness!,"I have been searching for ear buds that sound great and will stay in my ears when I work out and when I am in my road bike.
Need less to say these are fabulous, sweat proof , water proof , multiple ear pugs so they fit correctly. Great job amazon!",5.0,Tozo10 Bluetooth Wireless Earbuds
Excellent purchase!,"I've been using these for a month now, and they are perfect! They were exactly what i was looking for, now i can listen to podcasts at work without disturbing anyone else! They work either one at a time, or both at the same time if you prefer.

These earbuds have fantastic battery life, i listen to them 8 hours a day, 5 days a week, and i only have to charge the unit twice. It has a convenient micro-usb charge port on the back, and battery indicator lights to show when its getting low.

The lid is even translucent, so you can watch it charge even with the lid down.

I havent tested the waterproofing yet, but i love the idea that i can go to the gym and sweat it out without worrying about shorting out my earbuds.",5.0,Tozo10 Bluetooth Wireless Earbuds
Great price for a top notch product!,"I have to say I was pretty impressed with the Tozo T10's. Packaging and build quality is high-end. Wireless charging is a bonus. IPX8 waterproofing is the icing on the cake! I am an avid mountain biker and these perform in the rain without issue so far.

Pairing was simple. Just make sure you take them both out of the case at the same time and choose TOZO-T10-R. These sound just as good as high-end earbuds but at 1/4 of the cost! I have some wireless Beats and I can't tell the difference. I wanted something I could ride with and not worry about a $200 investment! I typically ride for 60-90 minutes and I can easily get 2 rides out of them before recharging. The charging case is top notch as well. It's quite sturdy and can be charged wirelessly. Can't say enough about these little earbuds. If you're in the market for some earbuds, look no further. You won't regret this buy!",5.0,Tozo10 Bluetooth Wireless Earbuds
Great fit and sound! UPDATED,"My big issue with ear buds is generally they either do not fit correctly or they sound terrible. Love these ear buds as they both sound and fit perfect, I will be purchasing a second pair for my wife.
UPDATE****
After using these for awhile, the sound is still great, but the left ear bud cuts out very often. It also has issues pairing with devices. Half the time I have to manually pair the head phones which is very frustrating. The sound quality when they are connected is great though.",2.0,Tozo10 Bluetooth Wireless Earbuds
Absolutely worth the money and more!,"I am beyond impressed with these headphones. I’ve used Bose Soundsport wireless headphones for the past 3 years because I loved the quality of sound and the battery life. However, both pairs I had started to mess up and wouldn’t charge, plus connectivity sucked. So i decided to take a chance and try these after looking at reviews and the great price.
The bass and overall sound of the earbuds is amazing, and in my opinion pretty darn close to that of Bose. The noise canceling is perfect; I can’t hear much at all around me when they’re in. They are also pretty comfortable. The medium size rubber covers they came in work just right.
Pairing is super quick and I was able to test the connectivity. I was able to leave my phone in my bedroom which is in one corner of the house and walked into the kitchen about 2 rooms away and the connection still worked.

These are a great buy especially if you’re a college student on a budget and don’t wanna blow a ton of money on AirPods or something else.",5.0,Tozo10 Bluetooth Wireless Earbuds
Good overall!!!,"Pros: decent sound, good bass (depending on the silicone insert), battery life, small battery case, water resistance, wireless charging capability

Cons: no music controls, sometimes fall out of ear

Overall a good decent pair of wireless earbuds.",5.0,Tozo10 Bluetooth Wireless Earbuds
Good.,"This is a nice ear bud player but they don’t seem to fit in my ears to well. My wife has a pair and she loves her, and they fit well in her ear canal. The sound not bad at all, really good...but could be better. Battery life is about 3 hours. Takes about 20 minutes to charge them. A good product but not great.",4.0,Tozo10 Bluetooth Wireless Earbuds
The best or better for the price,"About six months ago I lost a pair of Power Beats.  Which are very expensive in my income bracket as a school teacher.  I used them at the gym to help me escape the terrible music they blast over the PA.  I listen to podcast and music that is more meditative.  So I searched Google, Youtube reviews and personal recommendations for a new set of headphones.  Number one on my list was not to spend as much money.
I bought the gambit of cheap headphones.  All the way down to five dollars.  Then for my 65th birthday.  I decided to get myself a decent pair of headphones for my birthday.  But without spending a fortune.
 I decided to check on Amazon and discovered TOZO T10.  They got great reviews and I got them in two days.
They are amazing.  I love going to the gym again.  They are extremely comfortable.  The sound is every bit as good as my power beats.  Though I do wish they had a surround sound mode for listening to movies on my iphone.  But that might be a little bit too much for the price.  Do I recommend these?  Whole heartedly yes.",5.0,Tozo10 Bluetooth Wireless Earbuds
What great wireless headphones!,"I've never used wireless earbuds before so I was a bit skeptical, but the first time I paired them to my phone the sound was phenomenal!  On my wired ear buds I had to turn the volume almost to it's max setting to blur our the noise of the lawnmower, with these i had to turn them down because the sound filled my ears and the noise cancelling made the mower a non issue.  I love these so far!",5.0,Tozo10 Bluetooth Wireless Earbuds
Lasted 3 months,"UPDATE: They were great while they lasted. Out of nowhere the left earpiece stopped working. It powers on and off but does not connect or play music. I can still hear the female voice in the earpiece when I press the buttons but it is more high pitched than it used to be suggesting some electrical malfunction.
Also, after 3 months of use I can tell you that it's not good enough for calls. People on the other end complain that my voice sounds distant as if I was talking 5 feet away from the device.
VERY DISAPPOINTED.

- - - - -

SOUND QUALITY: Treble and Mids are really good. I am indeed hearing musical notes I could not hear with my standard Apple earphones. However,  the bass is lacking. I am no bass freak, but these would be perfect if it had just a bit more bass. You can only compensate for the lack of base by having the ear buds very tight and deep inside your ear canal to ""trap"" the sound. This is very disappointing.

FIT: They hold up fine in the ear with little chance of falling even when running. UNLESS your ear canals get wet. Either from sweat of from showering/swimming then they fall right out. I run 30 min every day and by minute 10, I am sweating and have to constantly push the earbuds back into position or they get very loose and the sound quality is affected.

WATERPROOF: They are waterproof and I have used them in the shower 3 times so far. BUT this is pretty much a useless feature because as soon as your ear canals get moist, the earbuds fall out. If you're thinking about using the when swimming, you can forget about it. They will fall right out as soon as you get your ears wet. I am speaking from experience. And even if they held up in your ear, the range is only 10 meters. So in a standard 25 meter pool, you will constantly be losing reception.

BATTERY: I love that the case can charge the earbuds up to 4 times without plugging anything into an outlet. I rarely use them for more than an hour straight so battery life is never an issue for me.",1.0,Tozo10 Bluetooth Wireless Earbuds
Good to Go,Really impressed with these solid affordable option for wiresless bluetooth earbuds.  Really nice sound quality for the price point and solid retention in the ear. I Have not had any issues with them pairing or connecting and they stay in great while performing all sorts of tasks whether its at home doing chores or at the gym working out. Nice to have the magnetic retention in the case when your done along with the charging feature. Helps me get through a whole week of workouts without having to worry about charging. Watch for sales and these will be a huge score. I have purchased two sets already to have a spare and would definitely purchase another set if needed in the future. Only addition I wish it had was a way to adjust volume or skip tracks but given the size I understand it is not really possible,4.0,Tozo10 Bluetooth Wireless Earbuds
Appears to be waterproof to set standards,These earbuds are great. The quality of the sound is good. They charged quickly. I even dropped one in the hot tub accidentally. I picked it up and dried it off and put it back in my ear and kept listening.,5.0,Tozo10 Bluetooth Wireless Earbuds
Great Product,"I just got these recently and I am not disappointed at all. I'm sure there are some better and more expensive wireless earbuds out there, but for the price these definitely are some of the best. Great sound, good bass, and a comfortable ear fit. I am very satisfied with these.",5.0,Tozo10 Bluetooth Wireless Earbuds
"Pretty Good, but battery doesn't warn almost out","I wanted to wait before I gave a review. So I've used the buds for about 3 weeks so far.  Pros:  small and fit in ear pretty nicely (I don't jog with them, but I do walk), sturdy (I dropped them before, and no problems), charges quickly, no wires, love carrying case to pop them in to charge. Cons:  No warning they are about to die, battery life is about 3 hours (so if you listen to Audibles/Travel and talk - you'll need 2 pair), wiggles out of ear a little - not a perfect fit (but what is perfect?).
Overall, I'm going to stick with them.  They just take some getting used too because I used my prior wireless headset all day before needing a charge.",4.0,Tozo10 Bluetooth Wireless Earbuds
Kick ass head phones 🔥🔥🔥🔥,Ok so I am big fan of skull candy head cause they r loud an just last for a while I put my head phones threw a lot was gonna buy a pair again instead I gave the tozo a try never had a pair but I like the idea of no wires so they arrive today an I tell u they sounds just as good an just as loud as my skull candys an can’t wait to see how they do wen at the skate park but for the last 20 mins listening to them they r most deff worth the money an will buy them again twice thank u 🤘🏻Hope they last a little while I like high volume all day so we will see,5.0,Tozo10 Bluetooth Wireless Earbuds
Terrible product.,"Terrible product and terrible customer service. They only last 3 hours on a good day and the left earbuds keeps breaking up and disconnecting. When I told the seller about it he did not offer to replace them he just offered to refund me 30%. He kept telling me that the they have a hard time communicating through the head. Well, isn't that what they are supposed to do? I went with the JBuds for the same price and they are awesome. 14+ hours of continuous play time and INCREDIBLE sound.",1.0,Tozo10 Bluetooth Wireless Earbuds
Top notch sound quality and noise reduction for its price!,"I recently had my (very expensive) pair of Powerbeat earbuds break recently, and not being a big fan of the Apple buds I went looking for a cheaper alternative. I was a bit skeptical of this product despite the number of postive reviews because of its price, but decided to give it a shot anyways. And now that I have it my, well, ears for about a week now I can safely say that it is completely worth the money!

I was actually blown away at the sound quality of these earbuds, and putting them in pretty much blocks out any other sounds for me. Along with that, a constant problem I had with my Powerbeats is that they would constantly keep falling out of my ears despite having those odd (and apparently pretty fragile after said breakage) ear hooks. But these buds stay in my ears no matter if I'm jogging, going up stairs, doing jumping jacks, or whatever odd movements.

Overall, I really can't recommend the product enough, and if you're looking for an alternative to the more recognizable brands than this one is a fantastic choice.",5.0,Tozo10 Bluetooth Wireless Earbuds
Not good for jogging or gym. Left ear cuts out,"Update a month out. Right ear quit charging. Contacted tozo and they sent me a new pair and they work great. Left ear does not drop at all. Sent me a wireless charger for inconvenience also. Customer service did a good job.

The sound quality is excellent. They fit well in my ears. Very easy to use and connect. Charging case is convenient. Problem I have with them is the left ear cuts out a couple times a minute while jogging or working out. If sitting at my desk or driving they work great but I purchased them to use while working out so 3oo5 rating from me",4.0,Tozo10 Bluetooth Wireless Earbuds
Excellent fit and sound!,"There is nothing to dislike about these earbuds.  They sound great and fit perfectly.  Four tip sizes to choose from for perfect fit.  There were so many choices for earbuds out there, these had all the promised features, including that they were water proof, and they came through.  Excellent choice.",5.0,Tozo10 Bluetooth Wireless Earbuds
Great set of earbuds for a great price.,"I bought these as a birthday present for my wife. She loved them. She likes the small size and light weight. The sound quality is great for a $50 set of earbuds. The wireless charging ability is great since the charging port cover is not the easiest to open. They say that they are waterproof, but we haven't tested that yet. All in all, I think $50 was a great price for what we got.",5.0,Tozo10 Bluetooth Wireless Earbuds
Tons of background noise,"These are great for listening to music  Sound quality is good while listening to music,  but if you are on the phone the person you’re talking to hears nothing but background noise making it difficult Fire the other person to hear you.",3.0,Tozo10 Bluetooth Wireless Earbuds
FINALLY !!!  Ear buds that WORK as promised,"1st off let me say these are my 5th or 6th try at getting great sound out of ear buds.  I was thinking that it just wasn't doable.  Ordered these earlier today and they showed up early evening, wow and wow.  Went with white as I am tired of losing things in airplanes and gyms.  Nice change.

So, sound quality:  WOW.  I listen to a lot of Latin: Prince Royce, Romeo Santos, Aventura.... things with lots and lots of harmonies and mid range percussion, bongos and crazy things.  To FINALLY get buds that bring out that myriad of sound is an answer to a prayer.  Clear, crisp highs, clean drums and mid ranges, clear voice.  The base is just right, very present but not overwhelming.  Listening to Daddy Yankee Dura, holy crapioly,  amazing percussion....  I feel like breaking into Zumba!!!

 I would say just about perfect sound.  The best I have heard this side of my $1,500.00  Alpine Audio in my Nissan Z.

I like that they are waterproof, not that I am going to go swimming with them in to test it, but still kind of cool.  More than able to handle sweaty LA Fitness trips.  Gotta love the wireless charging feature too.

All this for $49.00 is CRAZY.  So glad I kept trying and returning until I found these gems.  I will be looking no further.

My only suggestion would be to include Comply foam ear tips.  That would be a huge  win.",5.0,Tozo10 Bluetooth Wireless Earbuds
Can't use buds independently 👎🏻,"The sound on these headphones are great not going to lie. But you CANNOT use just one at a time. If both aren't on the one you are using beeps constantly till you pair the other one and drain both batteries at once. If you're hoping to charge one while using the other to double the usage, try another pair....",1.0,Tozo10 Bluetooth Wireless Earbuds
"Music sounds great, phone calls not so much.","These earbuds get a 3-4 rating. Sound quality when I listen to music is excellent, but when I talk on the phone with them the other party can barely hear me. The battery life is great.. they got delivered to my house in a timely fashion and the price was right..
They are also pretty heavy and I have a hard time keeping them in my ears. I could definitely not run in them, but they’re ok for listening to sounds at work. I may end up trying to order some ear hooks to keep them in place.",4.0,Tozo10 Bluetooth Wireless Earbuds
Good earphones for the price,"The sounds quality is very good in my opinion. The battery life could be better, of both the earbuds and the charging case. And I don't like that it continuously tells you that the battery life is low for the last several minutes of the battery life. It interrupts your listening. They aren't true noise cancelling, but if you choose the right earbud size, they do keep out a decent amount of ambient sound. They are definitely waterproof. I have worn them in the shower and dropped them in water without issue.
I did have a problem with my right earbud (the main one) and am needing to have it replaced. It stopped pairing to my phone. Working with the company to have it replaced has been easy, however.
Overall, I think they are a good earphone for the price.",4.0,Tozo10 Bluetooth Wireless Earbuds
THE BEST,"I love the sound and not having to untangle my wires since these are wireless. I had a call come in while working out on bike and I could talk and hear their voice great and went back to music as soon as call was finished....awesome.....love, love these for running and working out. Read another review and realized I have extra buds to adjust to my ears and this is even a better fit.",5.0,Tozo10 Bluetooth Wireless Earbuds
Great Value,"This product looks very sleek and high quality.  The ease of syncing to Bluetooth is as simple as it gets.  They cancel outside noise very well and the sound quality is great.

The reason I didn't give full 5 stars is that I have noticed that while the sound is great quality, people I call often say they cannot hear me very well so I end up taking them off and just using my phone directly.  I'm not sure if there's a setting I can adjust to have a stronger microphone, but that's been the biggest issue.  For listening to music, however, the headphones are great.",4.0,Tozo10 Bluetooth Wireless Earbuds
Amazing quality for the price,My husband bought these earbuds for him and I soon as I tried them on they became mine. The sound quality is excellent.They fit in my ears perfectly as you have different sizes of plastic ear caps to try in your box. When you are done with them you put them back in their little box to be charged. You don’t have to pair them they automatically find your device as long as your bluetooth is on. They are waterproof too but you can loose your signal if you go underwater. Great wireless Earbuds.,5.0,Tozo10 Bluetooth Wireless Earbuds
"Generally good, but with some minor annoyances.","I've had these a few months now and wanted to share my experience. It's easy to review right away (something they kept pestering me to do with initial impressions that don't line up with longer term usage. I've generally been happy with them, but there are a few things that have annoyed me about them.

I bought these to replace the cheap wired earbuds I've used for years to mainly use to listen to audiobooks while riding my bike, doing chores and running errands. I haven't really listened to a lot of music with them so I can't speak too well to how they sound as the requirements for audiobooks are pretty different. But they've been pretty good for my audiobooks.

There are two things that I really love about these. The first is the ability to start/stop my audio book by pressing the earbud without having to fumble for my phone, which is especially valuable while riding. The other is the general convenience of wireless. With my old wired earbuds I constantly caught the wires on my handlebars of my bike and a variety of other things when doing chores that'd pull them out of my ears.

The first few times I rode my bike I was in constant fear of them falling out of my ears. That was my fault for not trying out every size. I went with something that seemed to fit fine at home but as I rode they felt like they'd pop out so I was constantly re-adjusting. Once I got the right size that feeling has mostly subsided. It's really worth your time to play around with all the sizes even if one of them feels good when you try them. There may be another size that fits better.

My main issues now are dropped connections and charging.

I was reluctant to switch to wireless because I didn't want to deal with having keep them charged, but that has mostly been a non-issue. I did have a day where I thought it was charging only to realize the right earbud was out of power halfway through my ride. Since the connection to the phone goes through the right one, I couldn't simply use the left earbud and had to cut my ride short.

I have found it can be sometimes buggy where the right earbud wants to stay connected to the phone and won't charge even when I have it back in the charging case. I reread the manual and don't recall seeing any tips on this, but I've found it works best when you put the left earbud in first and once the red light comes on the put in the right earbud and close the lid. If you don't close the lid it seems to stay connected to the phone.

I haven't tried the recharging of the case on the go very much so I can't speak to how well that extends the battery life, but apart from when it didn't charge properly I've never run into issues with the battery life even after several hours of usage. However I've never needed a full day on the go and I'd typically have the case plugged in and would top off the buds when I didn't need them in between activities where I did.

When I ride I keep my phone in my pocket as I don't have any sort of armband. Most of the time it's fine, but often when I raise my head slightly to drink some water the audio drops off for a few seconds. I'm not sure why. I once accidentally left my phone on a different floor of my house and it kept playing for awhile without issue, so I don't think it's a distance issue. It's annoying but not a major issue.

I've also found issues with the initial pairing to my phone if I pull the left earbud out of the case too soon. So now I tend to just pull out the right and wait for it to pair with the phone, then pull out the left. The left will pair to the right almost immediately after so it just works smoother for me this way.",4.0,Tozo10 Bluetooth Wireless Earbuds
Neat Charging System and Excellent Sound Quality,"The little wireless earbuds have great sound quality for listening to music.  They go into the box for storage/charging and automatically pair when they are pulled out of the charging box.  The charging box has a battery of its own so the earbuds get charged even when not connected to a charging cord or wireless charger.  If using for phone calls, the mic isn't great - it picks up sound from everyone nearby.  We'll keep them to listen to music because that part is great!",5.0,Tozo10 Bluetooth Wireless Earbuds
Excellent ear buds,Was hesitant to order these. I was used to a pair of expensive shure ear buds so I thought these would be a total let down. These are so convenient and the sound quality is superb. The bass is actually a bit deeper than my shure ear buds. Love the portable charging case. And it charges just fine on my iPhone wireless charger. Extremely impressed.,5.0,Tozo10 Bluetooth Wireless Earbuds
Will not stay in.,"I read most of the reviewed and sounded great however they just don’t stay in, I’ve tried different ways to put them in and is impossible. And that was just on a treadmill, can’t wait to see what happens when I take them on trails.",2.0,Tozo10 Bluetooth Wireless Earbuds
You won't regret it,"I spent quite a bit of time researching wireless earbuds to pair with my devices, trying to find some that won't break the bank but are still great quality. I must say, these earbuds were the answer I was searching for to meet my needs. They have great sound, fit comfortably for hours of wear, and are incredibly easy to pair.

I highly recommend these if you are looking for a set of wireless earbuds that are affordable and great quality.",5.0,Tozo10 Bluetooth Wireless Earbuds
This product could use more work.,"The positive side is they were nice and loud and they stayed in my ear with little to no falling out.

There were three overall problems that need to be fixed. 1). When on the phone the other party was unable to hear  me unless I removed the right earbud and spoke int it directly. 2). When I moved my head from side to side, the left earbud would fade in and out. Lastly they would constantly disconnect and reconnect to my cellphone(s).",3.0,Tozo10 Bluetooth Wireless Earbuds
Amazing sound,"I purchased these ear buds just a few days ago and they came straight away. Connected them to my phone, which was incredibly easy, and proceeded to listen to talk information. I was impressed by the clarity and noise canceling of the units. I honestly have a hard time hearing anything outside of the sound coming from the speakers. This morning I decided to listen to music (heavy metal), and was once again VERY pleased with the quality of the product. The full range of dynamic sound is actually way better than I was prepared for at the price of them.
If I did have one complaint, it would be that they could go louder. Personal preference of course as I like my music to BLAST my ears when I am in the zone! :)
All in all this is a GREAT PRODUCT and I would recommend them to anyone.",5.0,Tozo10 Bluetooth Wireless Earbuds
Amazing Product,"It is a fantastic earbud! I was in the jacuzzi and the right Earbud fell in the water. I know that it is waterproof, but it says on the manual that it is not for soaking in the water. Surprisingly, after I dried it, it works, and it sounds very well.",5.0,Tozo10 Bluetooth Wireless Earbuds
Great headphones!,"I replaced my old Senso headphones with a set of these because my old headphones were broken after several years of heavy use. I am glad I bought these because they fit snug, have great sound quality, and come with a convenient charging case. My only minor caveat is that the audio sometimes cuts out occasionally, but I still recommend this product because of Tozo’s great customer service and the overall build quality.",4.0,Tozo10 Bluetooth Wireless Earbuds
These things are amazing!,"This is the first pair of Bluetooth headphones I've owned; partly because I'd always feared that the pairing would be a pain. But my experience with the Tozo T10s has been just the opposite. By the time I pull the first earbud out of the charging case and stick it in my ear, it's already announcing that it has paired with my TV (I bought them for bedroom TV watching so as not to disturb my wife, who's usually reading).
  The sound quality is excellent; way better than listening to the TV speakers. Dialog is clear, and you get a way better sense of ""space"" through these.
  Highly recommended, especially for the cost. (They're also great in the gym and stay in quite well.)",5.0,Tozo10 Bluetooth Wireless Earbuds
"Easy to use, sometimes buggy","Great pair of earbuds. If you drop 'em, you can spend a lot of time looking for them though! Left channel cuts out about 15% of the time, but usually consistent sound.",4.0,Tozo10 Bluetooth Wireless Earbuds
Definitely not sport or calling headphones,"Alright I am just like any other amazon buyer and the reviews are important and this is the FIRST one I’ve ever written so that should say something. These headphones are awful. They don’t stay in my ear when I run, they constantly cut out, they are constantly disconnecting and repairing when on the phone so I cut out and they battery life is garbage. They may work better for an Android but I have the iPhone 11 pro and they are garbage with it.",2.0,Tozo10 Bluetooth Wireless Earbuds
Very surprised!!,"I was HIGHLY surprised! The sound is AMAZING.  I had a slight issue with the left for a half second and just clicked it again and it was totally fine and has been since.  The sound alone is worth every penny, I’m shocked they have the price tag they do.  Buying my husband a pair now!",5.0,Tozo10 Bluetooth Wireless Earbuds
Excellent Earbuds,"I love these earbuds. I normally have problems keeping earbuds in my ears, but not these. After following the instructions, I found them to fit perfectly. They are solid even when I move or shake my head. The sound quality is excellent. The charging box is well designed with a semi opaque top so you can see the charging progress and the buds snap right into place in the box. I have not had any problems with pairing. They are ready to go after 2 or 3 seconds. For the price these earbuds are a bargain.",5.0,Tozo10 Bluetooth Wireless Earbuds
It's a lottery draw.,"Absolute crap. Crapped out after two days of work. Stupid me got rid of the box, so I can't return it. The left and right ear buds keep alternating connecting and disconnecting,  it's annoying as hell. And as soon as I place my phone in my pocket, the signal gets choppy. This was an absolute waste of money.",1.0,Tozo10 Bluetooth Wireless Earbuds
"The headphones are great, great quality, loud speech/music. But... (Hate case)","The headphones are great, great quality, loud speech/music. But...

1st.) I have cheaper wireless headphones that last longer and are smaller. These headphones last between 3 - 3 1/2 hours, cheap headphones last 4 hours+, but I guess that's what you have to give up for better sound.

2nd.) I absolutely hate the Battery in the case every wireless headphone I  have had in the past have had a case that lasted 2 days or more. when I use these headphones for 4 hours in a day only one headphone at a time It doesn't completely drain the case battery after they charge, but it does go pretty low, like 1/4 blue lights. So I pretty much have to charge it every day. Also if I fully charge it and don't use it for like 3-4 days Its completely dead by the time I want to use it again, That's weird because none of my other wireless headphones does that (the cheapest brand at least keeps some charge in the case and the headphones always stay full)

All in all, These are the best sounding wireless headphones I own. It has an annoying beep when turned on but that dies out after 1 or 2 mins. I Just HATE the case.

EXTRA
P.S. when are they going to make some headphone that has good controls, they all suck in that category (Tip. 1 press for play and pause, 2 presses for skip song, 3 presses for repeat/go back a song.",4.0,Tozo10 Bluetooth Wireless Earbuds
Good Buy,"The sound quality of these earbuds are better than the skullcandy earbuds I'm used to using. The pairing process was very easy, their instructions are easy to follow but pretty much you just need to pair your phone with the right earbud and the left is automatically connected with the right. I was personally concerned about how the earbuds would feel in my ear, but I think after wearing them a couple times, you get used to it and don't even realize they are in your ear. I wanted a truly wireless earbud that had good sound and could be used for exercising, I found this to be true for this earbud so if that's what you are looking for then I recommend trying this earbud out.",5.0,Tozo10 Bluetooth Wireless Earbuds
You should really get these.,"Have tried a few wireless earbuds in the past but these ones are by far the best. Wireless charging is a plus. Build quality is superior and honestly, why pay more for another brand of these work just as well or even better",5.0,Tozo10 Bluetooth Wireless Earbuds
Great Earbuds For All Your Needs,"After the first pair didn’t arrive on time, and actually never arrived, the secondary order did and wow. I was amazed instantly from the sleek look to the compact ability of the whole system. They work great. The material is sturdy and reliable.",5.0,Tozo10 Bluetooth Wireless Earbuds
Very Good Earphones!,"I loved these earphones. They're water/sweat resistance, so they didn't get damaged from exercising; they cancel out noise very well; they stayed in my ear with activity; they are pretty easy to use; good sound quality with a good bass.

My only complaint would be the battery life compared to my previous wireless earphones, but the portable charger, wireless charging that it provides, and how quickly the earphones charge sort of makes up for it. Would give it about a 4.5/5!

Would definitely purchase again if I need to.",5.0,Tozo10 Bluetooth Wireless Earbuds
Big bang for your buck,"Very good ear buds. They can be used independently, but you will hear a beep every few seconds for about 30 seconds while the bud tries to connect to the other.  They are indeed waterproof at least for the shower or working in heavy rain. Battery lasts quite well while listening to audiobooks.",5.0,Tozo10 Bluetooth Wireless Earbuds
Fantastic for the money,"Bought as a cheap alternative to air pods. I have no other wireless earbud experience, but I’m a fan of these. I usually just wear one so I can hear my surroundings at work. Sometimes I have to re adjust so they don’t fall out of my ear, but not enough for it to be a problem. Battery life is good enough, sound quality is acceptable as well, but I’m usually listening to podcasts so it’s more than adequate. Pretty good for music too. Recharging in the case is great. If they stopped working tomorrow I would buy another pair to replace them. Definitely worth the money.",5.0,Tozo10 Bluetooth Wireless Earbuds
Right earbud constantly falls out of ear,"It is honestly more of a 4.5 since I have one issue with the product. Other people not using the earbuds can hear the sound coming from them if it's being played loudly. Other than that, the product is great. I love the design, sound quality, and the way it fits snugly into my ear. I have not tried working out in them yet, but I think they should be fine.

Update:
Above was my initial review because they sent me an email saying I would get a free wireless charger if I gave them a review, so I thought that I might as well give them a good one. Anyways, it's been about a day of use, and the right earbud is always slipping out of my ear. I tried all the earbud sizes and none of them worked. I will be returning these earbuds shortly.",1.0,Tozo10 Bluetooth Wireless Earbuds
Very good product ( five stars),"The product has a smooth touch, excellent sound and seals really tight in my ears. I have tried this product while showering and still perform great. The box is also and excellent product. It has four recharge before any need of being recharge itself. Excellent product",5.0,Tozo10 Bluetooth Wireless Earbuds
Big Bang for your Buck!,"For a while now, I've been looking for a pair of true wireless earbuds I can use at the gym without spending a whole lot of money. I came across these and decided to give it a shot. Best $50 spent! Sound quality and noise cancellation is great and it fits my ears perfectly. Battery life is awesome and the case is small enough for me to carry anywhere. I'd highly recommend these earbuds if you're looking for a cheaper alternative that's great in quality.",5.0,Tozo10 Bluetooth Wireless Earbuds
"Great sound, easy to use, great value.","Headphones are as pictured.  Sound is great, has rich and full sound with decent bass.  Great value.  The case charges the headphones 2-4 times pending your use.  Easy to pair.  Haven't used the calling features yet but seems easy enough with a series of taps on the headset button.  Sometimes one or both headsets can disconnect if you move too far away from the source.  The charging case can be finnicky with the headsets and sometimes you have to spend several attempts to get the headset to register in the charging case accordingly.  Overall a great set of headphones.",4.0,Tozo10 Bluetooth Wireless Earbuds
Cordless the way to go!,"Great for the gym, the case being a charger as well makes these an AWESOME buy!! Last about 3x's for a 3 hour gym trip per time when fully charged with the case before they need to go back on my wireless TOZO charger I use for these and my cell phone, no plugging in, even when I charge them, it is very nice with both of these items.",5.0,Tozo10 Bluetooth Wireless Earbuds
Bluetooth Connectivity Drops Frequently,I like the sound quality in these ear buds and they fit is nice.  I like the fact that the case charges them an is capable of wireless charging.  The problem that I have found however is that any time there is a strong breeze the bluetooth connectivity cuts out and the reconnects.  What the wind has to do with the bluetooth connectivity I'm not sure but I have noticed it.  Still debating on whether to return or exchange.,3.0,Tozo10 Bluetooth Wireless Earbuds
