title,body,rating,product
Great product.,Great product for price.,5.0,Apple Airpods-Latest Model
Great price ($15) below retail,These AirPods are awesome and convenient. They pair perfectly with my iPhone with little to no delay.,5.0,Apple Airpods-Latest Model
Worth the sale price I got it for,Really love the charging case and how long it can last without a charge,5.0,Apple Airpods-Latest Model
Awesome,This is my second pair. Love them,5.0,Apple Airpods-Latest Model
Left one is broken,Left one is unavailable,1.0,Apple Airpods-Latest Model
Not good,The right one does not charge Sometimes,1.0,Apple Airpods-Latest Model
Awesome product,Great,5.0,Apple Airpods-Latest Model
broke,broke within a week. Didn't expect this kind of quality from Apple,1.0,Apple Airpods-Latest Model
best audio blue tooth,best overall in bluetooth performance,5.0,Apple Airpods-Latest Model
Great product,Great product. Absolutely love them. The C1 chip is great!,5.0,Apple Airpods-Latest Model
Amazing little gadget!,These are my new besties! I absolutely love them I can be several rooms away including outside of the house and stay connected without taking my phone with me!!,5.0,Apple Airpods-Latest Model
Worth every penny!,"Best headphones ever, you get what you pay for and they are worth every penny.",5.0,Apple Airpods-Latest Model
Amazing,Amazing product won’t fall out and gives me more hype to work out.  It’s basically music 10x better.,5.0,Apple Airpods-Latest Model
Just Regular Airpods,Just regular Apple Airpods.,4.0,Apple Airpods-Latest Model
Could be great,"These AirPods are great other than you can’t connect/disconnect phone from AirPods. The quality of call is great, they stay charged for a long time",4.0,Apple Airpods-Latest Model
Great,Great headphone it takes me almost a week or more to charge the case again!!,5.0,Apple Airpods-Latest Model
great,great product just a touch too expensive.,5.0,Apple Airpods-Latest Model
"Great hardware, but caution for any Samsung S10 users","Great bit of hardware - slim form factor, but otherwise it's like a tiny box that you can take with you anywhere.

Earbuds themselves are great, though the fit has me concerned if I'm going to do anything active... but otherwise great for lounging activities. Very comfortable since it's so lightweight, which is huge.

Now if you're like me and had an S10 before buying these... you might be in for some frustration.

Without a firmware update, when paired via Bluetooth the earbuds initially don't output audio. You can fix that by setting in the Bluetooth config to use the device for calls/audio... THIS SETS THE VOLUME TO MAX FOR WHATEVER GOD FORSAKEN REASON (!). When you change the volume after setting it to use the earbuds, the volume is good... until about 10 seconds later when the Bluetooth disconnects and you need to repair, and then experience the joys of random MAX VOLUME blasting again.

To fix that, you can do a firmware upgrade that resolves these issues. And in short the earbuds are unusable with an S10 until you do it.

But the firmware update requires iOS -- so unless you specifically have an iPad or iPhone (Mac doesn't work), you'll need to borrow someone's device.

To top it off, there's no way to manually trigger it -- it just happens automatically once paired with the case charging by the device, so you'll probably need to borrow their device for several hours if you don't own one. For reference, the faulty firmware is the 1A661 firmware, and there's no way to tell what firmware you have unless you check it with an iOS device.

But hey once you resolve the above it's great hardware.",3.0,Apple Airpods-Latest Model
TRASH,TRASH,5.0,Apple Airpods-Latest Model
I guess they are pretty good...,"I didn't even consider buying AirPods for a while, as there are definitely many more affordable options for bluetooth earphones. However, I never seemed to be fully satisfied with the other options I tried. The sound quality is great, they connect flawlessly and I love that it's easy to switch between devices.

My only concern is that I have smaller ears and thick, puffy hair. I sometimes find the AirPods will get loose due to the fit or getting caught in my hair. Not a deal breaker for me, but I can't see myself wearing them when I'm too active because I'm fearful I may lose one.",4.0,Apple Airpods-Latest Model
"Convenient, Good Sound Quality","Most convenient purchase of my life. Easy to walk around the city and have my podcast in my ears on my way to work. Some of which are poor quality so it's nice to have high quality buds so I don't miss a single second of the true crime stories. They stay in my ear so well! And sometimes I forget I am wearing them because they are so comfortable and light. And the charging case is genius, you put you buds securely away and they charge without you having to think about it. I charge the case every couple days and can listen to fully charged bugs for a solid 1/4 of a day before I need to charge again. And with my hair down, my coworkers have no idea I am tuning them out with cold cases and serial killers.",5.0,Apple Airpods-Latest Model
Good product.,In love with these,5.0,Apple Airpods-Latest Model
Best birthday gift,"They are perfect , my son love them",5.0,Apple Airpods-Latest Model
They keep falling out of the ear,They keep falling out of the ear,2.0,Apple Airpods-Latest Model
Ease of use,"Love apple EarPods! I’m 73, somewhat tech savvy. These ear buds are so easy to use, they are amazing!",5.0,Apple Airpods-Latest Model
Not good for talking on the phone,"These are good if you want to listen to music or a podcast while moving around because you're not getting caught in the wires but they aren't the best for talking over the phone, I've noticed the person on the other end can't hear me very well. If you leave the pods out they die somewhat quickly but the case itself has a good battery life.",5.0,Apple Airpods-Latest Model
Awesomeness just expensive,The best invention ever,5.0,Apple Airpods-Latest Model
Great sound and design.,I’m lovin those!,5.0,Apple Airpods-Latest Model
Airpods,They are amazing,5.0,Apple Airpods-Latest Model
ONLY for use with other Apple products,No way to control the volume on these if you use them with a Fitbit versa. AMAZING that you need to be connected to an apple iphone or watch to control the volume. Too many other great options out there to force me to buy an Apple watch just to use these ear buds.,1.0,Apple Airpods-Latest Model
Miss leading from what I wanted.,"After being transferred to the Amazon site, I thought that I was redirected to get the new wireless charging AirPods, it even states that they are the latest model. But once I got my merchandise, they were the 1st pair that came out. Very disappointed. Needed them when they arrived so I did not bother to return them. I am still happy with the brand and they delivered 3 days early.",4.0,Apple Airpods-Latest Model
Love them,Great for on the go! 100% love them one of my best investments,4.0,Apple Airpods-Latest Model
Great product,Very good product,5.0,Apple Airpods-Latest Model
Great Sound,The sound quality is outstanding.  They are compact and easy to carry when traveling.,5.0,Apple Airpods-Latest Model
All I expected from Apple,Great pods just wish the battery lasted linger,5.0,Apple Airpods-Latest Model
nice,perfect design,5.0,Apple Airpods-Latest Model
Good quality ipod,The sound quality is good for the iPods. The only disadvantage side is that the earbud always fell out from ears.,4.0,Apple Airpods-Latest Model
Airpods,Very happy,5.0,Apple Airpods-Latest Model
Just open case and links to phone.  No downloads.,Works great.  And sound is nice,5.0,Apple Airpods-Latest Model
Air pods,Yhko,5.0,Apple Airpods-Latest Model
"Great for listening to music/podcasts, but mediocre for phone calls in noisy settings","There are already plenty of reviews highlighting the great sound, battery life, comfort, etc. of AirPods. I agree with those things and have only one complaint... They don't perform as well as Apple EarPods when you have a conversation in a noisy environment or when you want to have a private discussion in a public place. First, when using them for phone calls in noisy settings (e.g., on the street) the microphone picks up the ambient noise and the noise cancelling fails. The EarPods' mic does a better job of blocking ambient noise. The sound of cars whooshing past drowns out the person speaking. Second, if having a conversation that you don't want overheard (e.g., talking while on the bus), you can't pull the mic close to your mouth like you can with EarPods. I'm sure these are common problems with any wireless headset, but I hope Apple continues to improve the devices so that they work better for the use cases above.",4.0,Apple Airpods-Latest Model
Awesome,Awesome,5.0,Apple Airpods-Latest Model
Airpods,Great for waiting rooms.,5.0,Apple Airpods-Latest Model
Can’t live without these!,These work great!  Very good investment!  I was hesitant to spend the money on these—- so glad I did!!,5.0,Apple Airpods-Latest Model
Great deal,Great deal on some AirPods!,5.0,Apple Airpods-Latest Model
recommend!,i ordered these airpods a little nervous about ordering them off amazon but i was so pleased! they work great and are exactly what i expected. i’m so happy!,5.0,Apple Airpods-Latest Model
The quality,The left one doesn't work half the time.,2.0,Apple Airpods-Latest Model
Daughter loves them!!,"Fantastic buds, yes they’re way over priced but if you can get past that they’re a great pair of buds",5.0,Apple Airpods-Latest Model
Exactly working as advertised,Love this product... I like how it mutes when you take one earbud out.. then picks back up when replaced.. very nice sound,5.0,Apple Airpods-Latest Model
came in less than 24 hours,what I expected,5.0,Apple Airpods-Latest Model
High recommend,Love it sound quality is loud and nice to ignore everybody,5.0,Apple Airpods-Latest Model
Perfect headphones for apple devices,quick connection with the new chip and awesome battery life,5.0,Apple Airpods-Latest Model
if you are looking Bluetooth look no further,"Great sound quality. lite weight, compact and comfortable. I use them at the gym and working around the house. Extremely pleased with my purchase:)",5.0,Apple Airpods-Latest Model
Love these!,"I really like how small they are and the sound quality.  I recommend getting a case to go with it - mine has a carabiner attached to it which makes it super easy to attach to my purse, backpack, etc.",5.0,Apple Airpods-Latest Model
Original stuff,Just perfect!,5.0,Apple Airpods-Latest Model
"Bought @ Walmart, Amazon was sold out when I decided to buy.","I hadn’t planned on ever getting a pair of the Apple AirPods because I honestly didn’t think I’d like them. Well after using them for awhile now, I gotta say they’re hands down my favorite earbuds. Charging case is small enough to fit in the smallest pockets, battery life on the earbuds & case last all day for me. (so if your worried about them dying midway through your day, you’re good.) My other concern with these earbuds was the buds falling out of my ears, and as of right now that hasn’t been an issue. Now the most important thing, for me personally, is the sound quality. I was extremely surprised at how well they sounded. Noise canceling so I’m only hearing my music and not random noises around me. Sound quality is clear and full as well as deep bass. (I’ve been using the Rock EQ, I mainly listen to R&B and Hip-Hop) I would definitely recommend these headphones to anyone who’s on the market for a pair.",5.0,Apple Airpods-Latest Model
Its good!,Its good!,5.0,Apple Airpods-Latest Model
Airpod's quality,"I was excited upon receiving my airpods because of the price differentiation. When I received it, it looked fine and I was happy with the product. However, when I closely examined it, I saw baby scratches on the case. I thought at first it was normal for the case to look like that, but I knew it wasn't me who caused the scratches. After, I noticed that the sound quality would turn on extremely loud when I was on specific apps and it was weird. Then, I was adjusting the controls on settings and it said my airpods were named ""Katie's airpods #2"" which was not under my name. I'm concerned my airpods had a previous owner and it was just refurbished.",4.0,Apple Airpods-Latest Model
Good,Good,4.0,Apple Airpods-Latest Model
Sound is awesome,I’ve been waiting them a long time they are super easy to use and charge quickly,5.0,Apple Airpods-Latest Model
Love them over all,I love them just that mine got a little scuffed but other than that I love the siri feature the most,5.0,Apple Airpods-Latest Model
"Very poor workmanship, large seams",It has very poor workmanship and large seams. But you can set double click function and connect to your iPhone more quickly.,2.0,Apple Airpods-Latest Model
Shipping,Perfect,5.0,Apple Airpods-Latest Model
the only style that fit my tiny ears,These stay in.  They sound good.  FINALLY I found a pair that work!  I tried several brands of ear pods for under $50 as I didn't want to spend so much on something that I felt is easily lost. Every other pair fell out and frankly I don't want 100% noise cancellation when I'm out in public because I just don't feel it's safe not to be aware of your surroundings.  I am SO glad I took the plunge and splurged on these.  They pair easily.  They are comfortable (4/5 rating).  They are easy to store safely on my Apple watch attachment. Sound quality suits me just find.  I'm using them for my skype meetings at work with no problems. And they do not fall out!,5.0,Apple Airpods-Latest Model
Easy to setup and work great,Wife loves them.,5.0,Apple Airpods-Latest Model
Loved mine so much...,I bought these as a gift,5.0,Apple Airpods-Latest Model
Latest modle,Price,5.0,Apple Airpods-Latest Model
A definite yes!,Yes it’s pricey but they fit my ears perfectly and sound is fantastic!  Worth it!,5.0,Apple Airpods-Latest Model
Its NOT the latest model like it says!!!! Be Aware!!!,"Guys be aware this is NOT the latest model. I purchased these thinking it was AirPods 2 but got the old ones. Its an Amazon trick, just be aware of what you’re getting. I am very disappointed",2.0,Apple Airpods-Latest Model
typical Apple stuff,"Bought it with $20 dollar discount. Paring is fast, sound quality is just ok. I put a pair of ear cushion on them and they could still fit into the charging case.",5.0,Apple Airpods-Latest Model
Convenient,I like how reliable they are and useful,5.0,Apple Airpods-Latest Model
Good buy!,"I bought these for a friend, she loves them! Good quality, great purchase.",5.0,Apple Airpods-Latest Model
Worth my money,I love my AirPods! I should have bought them sooner.  I run a mile in the mornings and I was very worried they would fall out like every other pair of earphones I have tried. They never do! They sound great and work amazing when I get a phone call.  They sync up beautifully to my iPhone. Would recommend them! Worth every penny.,5.0,Apple Airpods-Latest Model
These are not the latest model,"My first purchase of AirPods was the most recent mode but this one is ever so slightly different. I noticed right off the bat that the package these came in was already completely open, so I believe I got a used version. Second, they don't have the green light that you can see on the outside case model from Apple's website. Not sure what's going on here but not the same and the product is used. Your call on if that's worth $50.",3.0,Apple Airpods-Latest Model
The battery last for a long time,There’s nothing I dislike about this product,5.0,Apple Airpods-Latest Model
"Apple, always 🍎",Great deal,5.0,Apple Airpods-Latest Model
They are defective,One of the speakers do not work,5.0,Apple Airpods-Latest Model
It'll make your kid happy,"Kid loves them, I don't see the draw, another overpriced fad in my feelings.",5.0,Apple Airpods-Latest Model
Did not Receive gen 2 AirPods,Not the latest model I received gen 1 don’t not buy,1.0,Apple Airpods-Latest Model
They stay in your ears,They stay in your ears. Sound is great.,5.0,Apple Airpods-Latest Model
I love them,I was a little skeptical about them but I love them ❤️❤️,5.0,Apple Airpods-Latest Model
Just as described,Just as described! Fast shipping! Great price! Would buy from again.,5.0,Apple Airpods-Latest Model
Don’t buy two pairs broke after a month,Don’t buy from amazon second pair I bought that stopped working after a month,1.0,Apple Airpods-Latest Model
the best headphones i ever had,I am very pleased with the headphones. I got them in good condition and they are used by me every day.,5.0,Apple Airpods-Latest Model
Great product,"What's not to like, product is as described.",5.0,Apple Airpods-Latest Model
"Love, love, love them! You will too!","Love, love, love them! I need to be quiet in the mornings while my husband is sleeping. It's so nice to be released from the earbud cord! I also prefer the airbuds to my ear/phone hands free device. These are better sound and more comfortable. I was a bit surprised at the cost but I use them daily so I decided it was reasonable for my situation. In hindsight, I'd recommend them to everyone so matter how often you may use them. I love them!",5.0,Apple Airpods-Latest Model
Third pair I have purchased,These are just what my Grandsons wanted and I have bought three of these.  The price is great at Amazon!,5.0,Apple Airpods-Latest Model
I have lost my wife!,"In the past, I could easily talk with my wife... now, with these buds... she's always listening to something... an ebook or MSNBC, music or something... so the conversation now goes: Hey Honey.... she says, ""Just a second"" as she turns off the program she's listening too... and then we converse... LOL... Maybe this isn't bad????",5.0,Apple Airpods-Latest Model
Highly recommend,Works amazing,5.0,Apple Airpods-Latest Model
Amazing!,I got one for myself and 2 as gifts and we all love it it's a great gift idea,5.0,Apple Airpods-Latest Model
Sound,Good,5.0,Apple Airpods-Latest Model
Magic device!,The Apple AirPods are aterrifiv addition to my iPhoneXS The fact that each airPod is individually programmable makes them outspends and the sound is clear and crisp. Highly recommended!,5.0,Apple Airpods-Latest Model
Only buds that have ever fit my tiny ears,Love them,5.0,Apple Airpods-Latest Model
Great product,They work great and the charge for them last very long. Downsides they def fall out so be careful and noise cancellation isn’t the best.,4.0,Apple Airpods-Latest Model
Stay away from 2nd Gen!,Bought two months ago and have had two repairs already! Stay away from 2nd generation. Connectivity and other problems.,1.0,Apple Airpods-Latest Model
Great wireless headphones,Love,5.0,Apple Airpods-Latest Model
Right side won’t charge,"My right AirPod won’t charge when I plug it in and now doesn’t work. At first, it didn’t work and I thought it was something I did, kept it charging and it worked. Now it’s back to not charging/working.",1.0,Apple Airpods-Latest Model
Real Apple product!!,Really great!!,5.0,Apple Airpods-Latest Model
The best!,Absolutely love these.,5.0,Apple Airpods-Latest Model
THIS IS AMAZING,This is amazing. Came earlier than was expected and overall everything’s perfect. Thank you!!!!,5.0,Apple Airpods-Latest Model
Headphone,My sis love it,5.0,Apple Airpods-Latest Model
Amazon Warehouse,"The Amazon Warehouse ear pods I purchased did not appear to work turn on, charge, or connect to Bluetooth. Product was listed “Good” condition. Missing cable which was not stated in product description.",1.0,Apple Airpods-Latest Model
MUST BUY,just what I wanted,5.0,Apple Airpods-Latest Model
Great Headphones,My first pair and I love them great buy!,5.0,Apple Airpods-Latest Model
Amazing!,Cheap and reliable!,5.0,Apple Airpods-Latest Model
It takes a little while to come in but it’s worth the wait.,I love the live listen and the setup is so easy!! I bought my sister a pair to and she loves them more then anything!! Great product!! Came in just in time for summer too!!,5.0,Apple Airpods-Latest Model
love it,"Love em!
cant find anything that I dislike about em, I cant wait to buy them again when they announce a water proof version... Maybe the fact they aren't water proof is a negative?..",5.0,Apple Airpods-Latest Model
h,bob,3.0,Apple Airpods-Latest Model
Love my AirPods,"This is my second set - I use them all the time. The first set stopped holding a charge, but as mentioned, I used them every day for two years. I tried several other products and decided that AirPods are the best all around - comfort being the top category for me.",5.0,Apple Airpods-Latest Model
Convenience tied together while offering an outstanding circumference of bass and treble.,This is my first pair of wireless headphones (coming from the lightning pods) and the convenience is literally easier than plugging in a wire for audio. The literal second you take an AirPod out it will be connected to whichever device you choose. The audio quality is amazing! Cranking the knob to the max and the pods handle heavy bass tracks very well in circumference while tying treble to clarity amongst very busy audio. If you have an iWatch with cellular then you literally don’t need your iPhone anymore. Amazing!!!,5.0,Apple Airpods-Latest Model
Great sound quality and great price,"Waited and waited for the item, but was sold out, waited for restock and well worth the wait. I gave them as a gift.

 NOTE: You do need the ear hooks ( sold separately) to secure them from falling out",5.0,Apple Airpods-Latest Model
They stopped working after 3 months.,"I regret I purchased them.  They just stopped working after 3 months.  I contacted Amazon Prime, and Apple support.

Talk about stress.  They worked only a few hours after Apple support had me to blah, blah.  You know the drill.  I noticed they died too quickly after a full charge.  I even deleted some of my music.

I woke up this morning, left ear bud has no sound.  I need them for my early morning jog.  My sane life is over until I actually find earbuds that work.

My family laughed because I paid so much money for them.  Some reviews here are positive.  Yikes

Back to support for the second time.  I really hate it.  Try driving around in traffic in South Florida.  I really need a decent pair of ear buds that actually work.

Warning, purchase these earbuds if you have lots of free time.  Don’t waste your dollars.  I am Apple for all my tech needs.",1.0,Apple Airpods-Latest Model
Sibling approved,Gift for little brother. He liked them.,5.0,Apple Airpods-Latest Model
Worth the cost. Recommend.,"Is original, the sound quality is very good",5.0,Apple Airpods-Latest Model
Not quality,It has a clicking noise every time I move my head. It's not a quality item. The battery runs out very quickly as well.,1.0,Apple Airpods-Latest Model
They’re convenient....,It’s nice not to have wires anymore but they fall out sometimes,5.0,Apple Airpods-Latest Model
Convenient and tangle free!,I use them for listening to music & phone calls.,5.0,Apple Airpods-Latest Model
Convenient but not very loud,They’re near and the charging case is cool. Super light weight and comfortable. Sound isn’t great in them...they aren’t very loud.,4.0,Apple Airpods-Latest Model
Brand New!,The product so far is operating as advertised. If anything changes I’ll update the review. It was for a teenagers bday and they love it!,4.0,Apple Airpods-Latest Model
Airpods!,"I bought these a few months ago and I love them! Super easy and convenient to pair. I let my wife use them and she instantly fell in love so I got another pair recently, I definitely recommend!",5.0,Apple Airpods-Latest Model
Well pleased,Good,4.0,Apple Airpods-Latest Model
product is great!,very good,5.0,Apple Airpods-Latest Model
Not worth the money,One of the earbuds stopped working after less than a month.,1.0,Apple Airpods-Latest Model
Great seller,good product,5.0,Apple Airpods-Latest Model
Great sound and easy set up,Love these.... great sound and quality,5.0,Apple Airpods-Latest Model
Used?,"Long time iPhone user, first time AirPod user. I just bought these and so far they seem to work great, however they were a little dirty when I took them out of the package which makes me concerned that they might be used...",3.0,Apple Airpods-Latest Model
Real AirPods,They are the same AirPods that apple sell,5.0,Apple Airpods-Latest Model
Airpods,I love these  Light weight great sound.,5.0,Apple Airpods-Latest Model
Stopped working after just over a month of use.,"I got these about a month and a half ago, and the left earbud has stopped working entirely. I have tried un-pairing and re-pairing, and it worked again for about an hour, then stopped working again. It still registers in the case, and it shows the earbud is fully charged, but nothing will play.",1.0,Apple Airpods-Latest Model
Great price,Love them. Love them. Love them,5.0,Apple Airpods-Latest Model
Defective airpods,"The left airpod has a sound like metallic and sharp but constant (some defect). I don't know how likely this is to happen. I do not doubt that they are indeed original Airpods, but next time I buy them in the official Apple store.",1.0,Apple Airpods-Latest Model
Awesome,Perfect,5.0,Apple Airpods-Latest Model
Muy buena inversión,Muy buena inversión,5.0,Apple Airpods-Latest Model
Wireless is the future and it is here,"Really easy to set up, great battery life and sound quality. This is the future, you will never go back to wired headphones. Sound quality is excellent including bass",5.0,Apple Airpods-Latest Model
Love these!!,These are fabulous!  I particularly listen to audible books with them and they are AMAZING!,5.0,Apple Airpods-Latest Model
Great,They just work. Perfect addition to the Apple ecosystem,5.0,Apple Airpods-Latest Model
Love my new Air Pods!,The air pods sound great!,5.0,Apple Airpods-Latest Model
Calidad,Todo bien,5.0,Apple Airpods-Latest Model
Great device.,"Couldn't be easier to connect to iphone, fantastic!",5.0,Apple Airpods-Latest Model
Didn’t Know How Bad I Needed These,"I thought the regular Apple wired headphones sounded good... damn these are so much better. Really pleased with how long the battery lasts and how fast they charge. Haven’t left home without them since I got them. They stay in my ears without a problem, even when running/at the gym",5.0,Apple Airpods-Latest Model
Use with extreme care,"I had mine for a week and the left earbud stopped working, no problem I deleted then connected and paired again. Still not working, charged them fully, still nothing. At that point the left earbud was giving an error that wasn't readable. I returned them for a replacement. I now have the replacement and I'm returning them today due to the fact that the original ones broke after a week. I really don't want to have to deal with this again. LG around the neck bluetooth earphones work the best imo which is what I had before these. Plus the airpod design hurts my ears and they tend to fall out alot.",1.0,Apple Airpods-Latest Model
Wasn't sure on buying these so glad I did! GREAT QUALITY,Love my Air Pods.,5.0,Apple Airpods-Latest Model
"Convenience, snug fit,",Very convenient. Quite compatible. A few shaky connections here and there. Sound quality above avg. Mobile charging port is outstanding. Noise cancellation is well above average. Best of all I have to say is the fit. Usually headphones are to big for my ears including many apple headphones. But this one was snug.,4.0,Apple Airpods-Latest Model
Is good,Sound quality is a little better than wired earphones which are already great and has really good battery for a small battery,4.0,Apple Airpods-Latest Model
It's airpods nothing too crazy,Music sounds alright but call quality is really good.,5.0,Apple Airpods-Latest Model
Great quality,At first I was a little nervous about buying this from seeing the other reviews but I would definitely buy another,5.0,Apple Airpods-Latest Model
Game changer,Good sound quality and battery life. Nothing too special in those categories. Other features to make usage with the iOS ecosystem are what really set these apart for me.,5.0,Apple Airpods-Latest Model
Llego rápido muy bueno!,Muy buena compra!!,5.0,Apple Airpods-Latest Model
Freedom,It is the freedom I needed,5.0,Apple Airpods-Latest Model
Worth the price,"I am glad I got the airpods 2 - they were worth the price (discounted to be less than the price for airpods 1). I am happy with the battery life and ease of use. After taking them out of the charging case and placing them next to my iPhone, they were quickly synced and ready to use. I work in an open workspace and was able to block out the noise around me.
(Before I got these, I got some knock-offs that had a short battery life and got warm to the touch after using them for less than an hour.)",5.0,Apple Airpods-Latest Model
Great deal,Good price,5.0,Apple Airpods-Latest Model
Battery is only 3 hr long but they charge up in like 15 min with the case,Love them use them for work really easy to get use to,5.0,Apple Airpods-Latest Model
Everything perfect,Everything perfect,5.0,Apple Airpods-Latest Model
Why did I wait so long to buy these?,"Disclosure- I didn't buy my airpods from Amazon- I went old school and went the brick and mortar route.  I use wireless headphone daily.  I ride by bike most mornings and use them through the day for music, streaming, podcasts etc.  I resisted buying these because of the high price and fear that i would lose one falling out of my ear or simply misplacing them.  I've been a long time use of the LG series and have used them for almost a decade.  The hang around your neck and plug in your ears the traditional way.  I'm still a big fan of LG earphone because of their cost and quality of sound.  BUT tugging on the earpieces connected by a thin wire eventually causes one or the other to stop working after about a year.  Which isn't that big a deal because you can usually find a pair for under $40 or so.  But I finally broke down when the new gen of Airpods included Siri and all I can say is WHY did i wait so long.  I LOVE the siri feature (so convenient to skip over ads on podcasts :) or switch podcasts or make a call etc) and they simply don't fall out of my ear (even when riding my bike).  If you don't use Siri maybe no reason to go Gen 2 over Gen 1 (but you really should play around with Siri - its a great way to send a text while otherwise occupied - check weather- launch apps etc.  )  The airpods of course pair seamlessly, are comfortable and easy to store and keep track of. And they pair easily with other non apple products (my TV, peloton cycle etc).  They have become my go to headphone of choice.  Once caveat.  They are not noise cancelling.  So on a plane they are adequate for short distance flights  but can't compare to true noise cancelling headphones.  BUT still the best purchase i've made in awhile.  No regrets.  If you can afford them and you're an iphone/apple user go ahead and treat yourself.  You'll love them  PS I didn't buy the wireless charging case since it seemed somewhat needless expenditure. I haven't had any problem keeping the case or the airpods charged.",5.0,Apple Airpods-Latest Model
Good price,Good price!!,5.0,Apple Airpods-Latest Model
Evidence someone wore these “new” headphones before reaching me,"The only reason this review has a one star is because upon arrival of these apple airpods, there is evidence of someone wearing them before. When opening the package in my room I took out the headphones and I notice there was ear wax on the right headphone. I am disgusted that someone has wore these headphones and was careless to even clean the evidence of it. I am very disappointed and disgusted that I got a product that is dirty with someone else’s earwax without it being cleaned if someone was to wear these “new” AirPods before being shipped and packaged.",1.0,Apple Airpods-Latest Model
Nothing,The left ear bud doesn’t work and I thought the purpose of the ear buds is they don’t move or drop mines never stayed in so they’re just a waste of money for me,2.0,Apple Airpods-Latest Model
Read before using,"Excellent great packaging, sound is terrific, I would recommend this product very much!",5.0,Apple Airpods-Latest Model
perfect :),perfect :),5.0,Apple Airpods-Latest Model
Worth it,So happy I got these on prime day. I’d been contemplating for a while because I didn’t think they were necessary. Ummmm totally worth it !!! I travel all the time and these are so convenient and comfortable.,5.0,Apple Airpods-Latest Model
All it's cracked up to be,"My silly husband bought us the cheap look alikes several months back.  One set didn't even work.  The other one did, for about a week.  I just got these though, and am very satisfied.  Sound quality is fantastic,  they stay put in my ears when I am running on a treadmill, and I have yet to lose charge in the two days I have owned them.  I love you Apple.  I wish I owned you.  Worth the price.",5.0,Apple Airpods-Latest Model
AIR PODS,I LOVE THEM....BUT NOT A MONTH OLD AND RIGHT ONE NOT WORKING. REPLACED WITH NO PROBLEMS. AMAZON IS SO GOOD ABOUT LETTING YOU RETURN...WORTH THE BUY.,5.0,Apple Airpods-Latest Model
"Overrated, not comfortable, bulky.",Case gets dirty and is hard to clean. Ear bud screens get pretty gross quick. These will not stay in my ears. New studies shows these can potentially cause cancer.,2.0,Apple Airpods-Latest Model
Seems to stay in your ear pretty good.  Sound is good for something so small.,Seems to stay in your ear pretty good.  Sound is good for something so small.,5.0,Apple Airpods-Latest Model
I love these,"These are great, the set up  easy and they don’t disconnect. The sound is pretty good.",5.0,Apple Airpods-Latest Model
Apple Airpods,It was actually a gift for my daughter and she absolutely loves them. Thanks,5.0,Apple Airpods-Latest Model
Loving them,Got this for my son. Very pleased with the item. Love that there wireless.,5.0,Apple Airpods-Latest Model
"sound great, batt life short, charging case is awesome, connects instantly","sound great, batt life short, charging case is awesome, connects instantly",4.0,Apple Airpods-Latest Model
LOVE THEM,LOVE MY AIRPODS! I was worried about buying them off of Amazon BUT they are exactly what I expected and I love them. I use them constantly and whenever I work out they are always with me! I would 100% buy them again.,5.0,Apple Airpods-Latest Model
Would highly recommend,Worth the money,5.0,Apple Airpods-Latest Model
Excelente!!!,Genuino 👍,5.0,Apple Airpods-Latest Model
This is what in ear headphones should be. Great sound and easy to use.,"I was surprised to find that they are so comfortable as they are hard plastic, but I barely feel them in my ear even after a few hours. Great sound with adequate bass. So easy to use!  I do wish there was a way to control volume though.",5.0,Apple Airpods-Latest Model
Very lightweight and comfortable!!!,I love them!!!,5.0,Apple Airpods-Latest Model
Stopped working,"After having this for only 21 days, the left one doesn’t work.",1.0,Apple Airpods-Latest Model
Airpods are the way to go,Wish they went a little louder sometimes but they are great in the gym.,5.0,Apple Airpods-Latest Model
Excellent product!,Great product,5.0,Apple Airpods-Latest Model
Amazing headphone,It’s awesome!,5.0,Apple Airpods-Latest Model
Fake Apple,"So first of all i ordered these so excited to finally get airpods and was sooo disappointed when this showed up. First of all the ""airpods"" i got were not even apple brand they were from some chinese company and  then they had the audacity to not work. i tried to see how they worked and they wont even turn on. I returned them ASAP.  Ill just go to the apple store to buy my airpods.",1.0,Apple Airpods-Latest Model
Very Good Headsets,"Very good quality sound,  it will automatically connect with your iPhone since you connected.",5.0,Apple Airpods-Latest Model
Best headphones I've ever bought!!,"I recommend these headphones to
 anyone! They are perfect for the Common Student and for Work out nuts! The sound quality is so crisp and clear!",5.0,Apple Airpods-Latest Model
Much better than most Bluetooth buds,"Very convenient, but could be louder. Tend to move in my ear if I sweat, which makes me afraid it will fall out. Hasn’t happened yet, though.",5.0,Apple Airpods-Latest Model
They sound just as good if not better than normal headphones.,Great sound and battery life and cancels noise pretty well.,5.0,Apple Airpods-Latest Model
It’s legit.,It’s not fake airpods. They’re definitely from APPLE. I would waste my money on here than the actual Apple store. You’d save a lot of money,5.0,Apple Airpods-Latest Model
You can use them with computers but you won’t have the best quality,They are amazing,5.0,Apple Airpods-Latest Model
Just right,Great,5.0,Apple Airpods-Latest Model
Good quality,"They work well, the battery life lasts me the whole day and they don’t fall off easily! They’re exactly like the apple earphones except with out the cords.",5.0,Apple Airpods-Latest Model
Phone calls great. Music okay.,"Tried a gazillion headphones for work. Found many less expensive that are more comfortable with better sound for music and podcasts.

However, nothing compares to these for clarity in voice calls.",5.0,Apple Airpods-Latest Model
